,player_name,birth_year,birthplace,popularity
632,Landry Fields,1988,Long Beach,23
633,Luke Schenscher,1982,,6
634,Adolph Rupp,1901,Halstead,10
635,Nenê,1982,São Carlos,34
636,Vassilis Spanoulis,1982,Larissa,27
637,Timofey Mozgov,1986,Saint Petersburg,33
638,William Phillips,1979,Nice,9
639,Branko Milisavljević,1976,Užice,9
640,Kenny Satterfield,1981,New York City,9
641,Pablo Prigioni,1977,Río Tercero,28
642,Aris Tatarounis,1989,Athens,7
643,Matt Zunic,1919,Refton,7
644,Semih Erden,1986,Istanbul,26
645,Dušan Ivković,1943,Belgrade,26
646,Trevor Ariza,1985,Miami,27
647,Mark Eaton,1957,Westminster,27
648,Gus Williams,1953,Mount Vernon,17
649,Hasheem Thabeet,1987,Dar es Salaam,27
650,Marijan Kraljević,1970,Pforzen,8
651,Sandro Nicević,1976,Pula,16
652,Ilian Evtimov,1983,Sofia,9
653,Fran Vázquez,1983,Saramagal,26
654,Jason Williams,1975,Charleston,25
655,Harvey Grant,1965,Augusta,15
656,Goran Dragić,1986,Ljubljana,38
657,Mark Miller,1975,Chicago,9
658,Roger Veyron,1933,Saint-Étienne,5
659,Nathan Peavy,1985,Dayton,8
660,Paul Hornung,1935,Louisville,13
661,Sasha Kaun,1985,Tomsk,28
662,Kenyon Martin,1977,Saginaw,26
663,Kris Humphries,1985,Minneapolis,28
664,Jim Deines,1962,Springdale,6
665,Rudy Gay,1986,Baltimore,32
666,Rasho Nesterović,1976,Ljubljana,26
667,Jerry Lucas,1940,Middletown,37
668,Latasha Byears,1973,Memphis,10
669,Sam Cassell,1969,Baltimore,28
670,Michael Beasley,1989,Frederick,29
671,Josh Childress,1983,Harbor City,24
672,Mario Chalmers,1986,Anchorage,29
673,James Worthy,1961,Gastonia,35
674,Eric Gordon,1988,Indianapolis,30
675,Vladimir Radmanović,1980,Trebinje,25
676,Jeff Green,1986,Cheverly,30
677,Raül López,1980,Vic,28
678,Mickaël Piétrus,1982,Les Abymes,27
679,Dennis Johnson,1954,San Pedro,30
680,Raymond Felton,1984,Marion,26
681,Toby Bailey,1975,Los Angeles,13
682,Marcus Camby,1974,Hartford,27
683,Caron Butler,1980,Racine,28
684,Jayne Appel,1988,Berkeley,10
685,Elgin Baylor,1934,"Washington, D.C.",39
686,Kevin Peter Hall,1955,Pittsburgh,30
687,Jared Reiner,1982,Mitchell,8
688,Fabricio Oberto,1975,Las Varillas,28
689,Bob Pettit,1932,Baton Rouge,34
690,Devin Harris,1983,Milwaukee,26
691,Saeid Davarpanah,1987,Tehran,10
692,Tiago Splitter,1985,Blumenau,33
693,Anderson Varejão,1982,Santa Teresa,29
694,Sophocles Schortsanitis,1985,Tiko,24
695,David McCray,1986,Speyer,6
696,Sonja Vasić,1989,Belgrade,24
697,Kevin Edwards,1965,Cleveland Heights,10
698,Jānis Lidmanis,1910,Riga,10
699,Cory Higgins,1989,Danville,20
700,Sihugo Green,1933,New York City,14
701,Pat Cummings,1956,Johnstown,7
702,Damien Wilkins,1980,Washington,12
703,Eddie Robinson,1976,Flint,7
704,Dell Demps,1970,Long Beach,7
705,Bahar Çağlar,1988,İzmir,11
706,Dimitris Itoudis,1970,Veroia,12
707,Nikolay Padius,1980,Saint Petersburg,9
708,Dan Issel,1948,Batavia,18
709,Danny Lewis,1970,Kalamazoo,6
710,Dell Curry,1964,Harrisonburg,23
711,Stella Kaltsidou,1983,Thessaloniki,7
712,Kaspars Cipruss,1982,Rēzekne,9
713,James Thomas,1980,Schenectady,6
714,Craig Callahan,1981,Maquoketa,7
715,Dan Majerle,1965,Traverse City,22
716,Demond Mallet,1978,Leesville,11
717,Roberto Gabini,1975,Buenos Aires,6
718,Dave Winfield,1951,Saint Paul,12
719,Pietro Aradori,1988,Brescia,16
720,Darwin Cook,1958,Los Angeles,7
721,Darrell Griffith,1958,Louisville,15
722,Corie Blount,1969,Monrovia,11
723,Kenny Smith,1965,Queens,18
724,Shad Gaspard,1981,Brooklyn,21
725,Harvey Marlatt,1948,Alpena County,5
726,Tate George,1968,Newark,8
727,Nuria Martínez,1984,Vilassar de Mar,12
728,Ieva Kubliņa,1982,Riga,9
729,Vuk Radivojević,1983,Belgrade,9
730,Eddie Jordan,1955,"Washington, D.C.",10
731,Carlos Matías Sandes,1984,Mendoza,5
732,Christian Drejer,1982,Frederiksberg,12
733,De'Teri Mayes,1974,Montgomery,6
734,Ivana Večeřová,1979,Šumperk,10
735,Yasemin Horasan,1983,Istanbul,10
736,Şaziye İvegin,1982,Adana,11
737,Calvin Booth,1976,Reynoldsburg,14
738,Elvis Évora,1978,Sal,8
739,Davon Jefferson,1986,Lynwood,10
740,Joe Pace,1953,New Brunswick,7
741,Işıl Alben,1986,Istanbul,15
742,Angelo Victoriano,1968,Luanda,6
743,Kevin Magee,1959,Gary,12
744,Walt Kirk,1924,Mount Vernon,7
745,Michala Hartigová,1983,Pardubice,8
746,Connie Hawkins,1942,Brooklyn,16
747,Goran Jurak,1977,Celje,7
748,Ben Dewar,1981,Royal Oak,6
749,DeSagana Diop,1982,Dakar,18
750,Aigars Vītols,1976,Riga,7
751,Jerome Allen,1973,Philadelphia,10
752,Nilay Kartaltepe,1979,Bakırköy,11
753,Rod Strickland,1966,The Bronx,15
754,Kathrin Ress,1985,Salorno sulla Strada del Vino,8
755,Jack McClinton,1985,Baltimore,6
756,Danny Fortson,1976,Philadelphia,12
757,Raitis Grafs,1981,Riga,8
758,Tony Gwynn,1960,Los Angeles,15
759,Eddie Hughes,1960,Greenville,5
760,Roberto Premier,1958,Spresiano,7
761,Kelly McCarty,1975,Chicago,12
762,Anastasiya Verameyenka,1987,Kohtla-Järve,18
763,Kateřina Elhotová,1989,Prague,8
764,Markéta Bednářová,1981,Nové Město na Moravě,9
765,Nevriye Yılmaz,1980,Plovdiv,13
766,Miguel Minhava,1983,Lisbon,6
767,Don Reid,1973,"Washington, D.C.",8
768,David Bell,1981,Oakland,9
769,Butch Beard,1947,Hardinsburg,13
770,Jahidi White,1976,St. Louis,7
771,JamesOn Curry,1986,Pleasant Grove,7
772,Jimmy Needles,1900,Tacoma,7
773,John Pilch,1925,Sheridan,5
774,Birsel Vardarlı Demirmen,1984,İzmir,11
775,Dallas Comegys,1964,Philadelphia,7
776,Bob Gibson,1935,Omaha,19
777,Dennis Scott,1968,Hagerstown,16
778,Kyle Macy,1957,Fort Wayne,11
779,Laia Palau,1979,Barcelona,18
780,Sacha Giffa,1977,Moscow,6
781,Armando Costa,1983,Luanda,8
782,Jerald Honeycutt,1974,Shreveport,9
783,Dave Corzine,1956,Arlington Heights,9
784,Darren Daye,1960,Des Moines,9
785,Adam Wójcik,1970,Oława,15
786,Jerome Williams,1973,"Washington, D.C.",10
787,Alan Anderson,1982,Minneapolis,23
788,Manuel Raga,1944,Aldama Municipality,10
789,J. R. Pinnock,1983,Fort Cavazos,7
790,Darius Hall,1973,Detroit,5
791,Duane Martin,1965,Brooklyn,14
792,Larry O'Bannon,1983,Louisville,10
793,Daniel Clark,1988,London,14
794,Julianna Lisziewicz,1959,Budapest,5
795,Jonas Valančiūnas,1992,Utena,34
796,Brett Vroman,1955,Hollywood,7
797,Alex Hannum,1923,Los Angeles,16
798,Joe Bradley,1928,Washington,9
799,Ray Felix,1930,New York City,14
800,Sam Balter,1909,Detroit,18
801,Gong Luming,1957,Muping District,7
802,Fernando Pereira de Freitas,1934,Niterói,11
803,Rik Smits,1966,Eindhoven,26
804,Tex Winter,1922,Wellington,15
805,Jaka Lakovič,1978,Ljubljana,26
806,Mirsad Türkcan,1976,Novi Pazar,24
807,Cyril Akpomedah,1979,Enghien-les-Bains,10
808,George Ratkovicz,1922,Chicago,6
809,Željko Rebrača,1972,Prigrevica,23
810,Geno Auriemma,1954,Montella,10
811,Henry Akin,1944,Detroit,9
812,Geoff Petrie,1948,Darby,15
813,Bobby McDermott,1914,Queens,10
814,Dana Barros,1967,Boston,19
815,Elena Tornikidou,1965,Tashkent,11
816,Ryan Hollins,1984,Pasadena,16
817,Igor Rakočević,1978,Belgrade,28
818,Jim Bradley,1952,East Chicago,8
819,Duane Cooper,1969,Benton Harbor,9
820,Darius Songaila,1978,Marijampolė,29
821,Darren Phillip,1978,London,7
822,Elmore Spencer,1969,Atlanta,7
823,Lee Humphrey,1984,Maryville,7
824,Ed Jucker,1916,Norwood,7
825,Zaid Abdul-Aziz,1946,Brooklyn,14
826,Lawrence Boston,1956,Cleveland,11
827,Marc Blucas,1972,Butler,30
828,Andris Biedriņš,1986,Riga,28
829,Kyle Korver,1981,Lakewood,31
830,Marco Solfrini,1958,Brescia,13
831,Helen Darling,1978,Columbus,9
832,Hamed Sohrabnejad,1983,Sanandaj,9
833,Žarko Paspalj,1966,Pljevlja,20
834,D. J. Mbenga,1980,Kinshasa,22
835,Evgeniya Belyakova,1986,Saint Petersburg,14
836,Žygimantas Jonušas,1982,Klaipėda,9
837,Anicet Lavodrama,1963,Bangui,10
838,Azania Stewart,1989,London,7
839,Giorgos Kolokithas,1945,Corinth,12
840,Rick Fox,1969,Toronto,24
841,Peter Ostrum,1957,Dallas,14
842,Željko Obradović,1960,Čačak,27
843,Branko Vukičević,1961,Belgrade,11
844,Erazem Lorbek,1984,Ljubljana,23
845,Josh Howard,1980,Winston-Salem,22
846,Willis Reed,1942,Dubach,33
847,Jerry Sloan,1942,McLeansboro,25
848,Brad Miller,1976,Fort Wayne,21
849,Sean Lampley,1979,Harvey,9
850,Štefan Svitek,1966,Gelnica,8
851,Anthony Parker,1975,Naperville,24
852,Monta Ellis,1985,Jackson,28
853,Dimitris Verginis,1987,Thessaloniki,11
854,Brad Holland,1956,Billings,10
855,Corey Beck,1971,Memphis,11
856,Don Nelson,1940,Muskegon,23
857,Jason Williams,1983,New Orleans,8
858,Mariya Stoyanova,1947,Bulgaria,11
859,Ousmane Cisse,1982,Bamako,8
860,Jon Sundvold,1961,Sioux Falls,10
861,Dušan Djordjević,1983,Belgrade,8
862,Richard Jefferson,1980,Los Angeles,28
863,David Díaz,1964,Aragua,6
864,Vladimir Dragičević,1986,Cetinje,12
865,Robertas Javtokas,1980,Šiauliai,26
866,Thabo Sefolosha,1984,Vevey,26
867,George E. Johnson,1947,Harleton,7
868,Darjuš Lavrinovič,1979,Vilnius,29
869,Gong Xiaobin,1969,Shandong,5
870,Wang Shipeng,1983,Dandong,11
871,Vadim Panin,1984,Moscow,8
872,Kostas Politis,1942,Athens,11
873,Will Barton,1991,Baltimore,21
874,Ryan Anderson,1988,Sacramento,27
875,Darel Carrier,1940,Warren County,10
876,Oleh Saltovets,1977,Kharkiv,6
877,Veljko Petranović,1959,Drniš,7
878,Rinalds Sirsniņš,1985,Ogre,8
879,Ri Myung-hun,1967,North Korea,11
880,Larry Brown,1940,Brooklyn,25
881,Jordi Villacampa,1963,Reus,15
882,Mehdi Kamrani,1982,Ray,10
883,Mareks Mejeris,1991,Liepāja,12
884,Ronny Bayer,1966,Antwerp,7
885,Aryiris Kambouris,1962,Astypalaia,8
886,Hank Biasatti,1922,Beano,7
887,Mike Miller,1980,Mitchell,26
888,Mitch Richmond,1965,Fort Lauderdale,30
889,Victor Alexander,1969,Detroit,15
890,Chris Copeland,1984,Orange,17
891,Russ Lee,1950,Boston,6
892,Aleksandar Đorđević,1967,Belgrade,36
893,Kšyštof Lavrinovič,1979,Vilnius,30
894,Paul Mokeski,1957,Spokane,7
895,Patrick Christopher,1988,Artesia,7
896,Edwige Lawson-Wade,1979,Rennes,18
897,Clémence Beikes,1983,Grande-Synthe,14
898,Mel Peterson,1938,Thief River Falls,7
899,Kim Yoo-taek,1963,Seoul,5
900,Jeff Mullins,1942,Queens,15
901,Sammy Mejía,1983,The Bronx,14
902,Jay Carty,1941,West Plains,6
903,Céline Dumerc,1982,Tarbes,23
904,"Greg ""Cadillac"" Anderson",1964,Houston,14
905,Jeremy Pargo,1986,Chicago,17
906,Raymundo Carvalho dos Santos,1923,Rio de Janeiro,5
907,Ferran Laviña,1977,Barcelona,8
908,Pat Frink,1945,Wheat Ridge,6
909,Kyle Singler,1988,Medford,20
910,Clint Wager,1920,Winona,5
911,Cornel Călugăreanu,1930,Drăgănești-Vlașca,5
912,Richie Guerin,1932,The Bronx,16
913,Stan Miasek,1924,New York City,12
914,Oh Se-keun,1987,Incheon,6
915,Božidar Maljković,1952,Otočac,14
916,Andrés Rodríguez,1981,San Juan,8
917,Jonathan Edwards,1967,New Orleans,5
918,Bob Kurland,1924,St. Louis,18
919,Kathleen MacLeod,1986,Melbourne,14
920,Theron Smith,1980,Bartow,6
921,Madalena Felix,1989,Luanda,9
922,Yotam Halperin,1984,Tel Aviv,16
923,Joe Ellis,1944,Oakland,6
924,Lisard Gonzàlez i Termens,1971,Barcelona,5
925,Del Beshore,1956,Mechanicsburg,8
926,Kristi Harrower,1975,Bendigo,18
927,Jrue Holiday,1990,Los Angeles,31
928,Geert Hammink,1969,Didam,13
929,Volkan Aydın,1969,Kelkit,7
930,Émilie Gomis,1983,Ziguinchor,18
931,Natalie Williams,1970,Long Beach,13
932,Aydın Örs,1946,Ankara,7
933,Murat Evliyaoğlu,1969,Ankara,5
934,Stipe Modrić,1979,Sinj,7
935,Alan Voskuil,1986,Mobile,9
936,Jerome James,1975,Tampa,11
937,Antonio Daniels,1975,Columbus,17
938,Jimmy Hull,1917,Leesburg,6
939,Saša Obradović,1969,Belgrade,18
940,Rodney Rogers,1971,Durham,13
941,Michael Brooks,1958,Philadelphia,11
942,Alan Hardy,1957,Detroit,6
943,Antonio Harvey,1970,Pascagoula,9
944,Jenni Screen,1982,Newcastle,19
945,Art Heyman,1941,New York City,13
946,Joan Creus,1956,Ripollet,10
947,Marcin Stefański,1983,Gliwice,7
948,Zhang Yongjun,1963,Huangshi,6
949,Arūnas Visockas,1965,Kaunas,11
950,Ara Parseghian,1923,Akron,13
951,Hüseyin Beşok,1975,İzmir,13
952,Tommy Smith,1980,Phoenix,5
953,Reggie Williams,1986,Prince George,16
954,Tufan Ersöz,1980,İzmir,6
955,Bernard Robinson,1980,"Washington, D.C.",7
956,Matt Howard,1989,Connersville,10
957,Wang Zhizhi,1979,Beijing,18
958,Jerry Smith,1987,Wauwatosa,8
959,Robyn Maher,1959,Ballarat,13
960,Vitaly Potapenko,1975,Kyiv,18
961,Sabahudin Bilalović,1960,Trebinje,12
962,Román Montañez,1979,Sant Joan de Vilatorrada,9
963,Eleni Vasileiou,1974,Piraeus,5
964,Dennis Awtrey,1948,Hollywood,11
965,Darrell Armstrong,1968,Gastonia,19
966,Khalid Reeves,1972,Queens,9
967,Ricky Grace,1966,Dallas,9
968,Damian Lillard,1990,Oakland,40
969,Erin Phillips,1985,Melbourne,18
970,Chris Warren,1988,Orlando,8
971,Polymnia Saregkou,1972,Thessaloniki,6
972,Jonathan Wallace,1986,Huntsville,6
973,Rachel Jarry,1991,Melbourne,16
974,Calvin Garrett,1956,Parsons,6
975,Jenna O'Hea,1987,Melbourne,17
976,René Chocat,1920,Santranges,12
977,Billy Knight,1952,Braddock,14
978,Damon Jones,1976,Galveston,11
979,Predrag Drobnjak,1975,Bijelo Polje,15
980,Francisco Vázquez Duckitt,1974,Ibiza,7
981,Laura Summerton,1983,Adelaide,19
982,Joe Buckhalter,1937,Chicago,6
983,Clint Richardson,1956,Atlanta,8
984,Archie Clark,1941,Conway,11
985,Chip Engelland,1961,Pacific Palisades,6
986,Chris Warren,1981,Garland,11
987,George Wilson,1942,Meridian,12
988,Terquin Mott,1974,Philadelphia,5
989,Kim Joo-sung,1979,Busan,9
990,Josep Cargol,1968,Sant Joan les Fonts,6
991,Zuzana Žirková,1980,Bojnice,8
992,Hollis Price,1979,New Orleans,10
993,John Calipari,1959,Moon Township,11
994,Emiliano Rodríguez,1937,San Feliz de Torío,16
995,Jason Gregory Boone,1985,New York City,7
996,Dale Davis,1969,Toccoa,20
997,Jared Cunningham,1991,Oakland,14
998,Pierluigi Marzorati,1952,Figino Serenza,18
999,Scott Morrison,1986,Vancouver,8
1000,Paul Huston,1925,Xenia,6
1001,Miloslav Kriz,1924,,5
1002,Reggie Love,1981,Richmond,5
1003,Teddy Gipson,1980,Monroe,8
1004,Vinnie Johnson,1956,Brooklyn,16
1005,Craig Hodges,1960,Park Forest,16
1006,Samad Nikkhah Bahrami,1983,Tehran,12
1007,Doak Walker,1927,Dallas,7
1008,Dante Cunningham,1987,Clinton,20
1009,Tomas Delininkaitis,1982,Klaipėda,18
1010,Edina Müller,1983,Brühl,7
1011,Derrick Byars,1984,Memphis,12
1012,Jack Kerris,1925,Chicago,7
1013,Phil Woolpert,1915,Danville,5
1014,Alonzo Gee,1987,Palm Beach,15
1015,Engin Atsür,1984,Istanbul,10
1016,Edward Gottlieb,1898,Kyiv,10
1017,George Evans,1971,Portsmouth,5
1018,Lazaros Voreadis,1960,Thessaloniki,7
1019,Dontaye Draper,1984,Baltimore,15
1020,Travis Hansen,1978,Provo,12
1021,Milun Marović,1947,Čačak,9
1022,Ljubodrag Simonović,1949,Vrnjačka Banja,13
1023,Edwin Ubiles,1986,Brooklyn,9
1024,Dirk Mädrich,1983,Moers,6
1025,Doug Peden,1916,Victoria,13
1026,Donyell Marshall,1973,Reading,15
1027,Spencer Haywood,1949,Silver City,19
1028,Dušan Šakota,1986,Belgrade,11
1029,Joe Bryant,1954,Philadelphia,20
1030,Pál Németh,1937,Q1297032,5
1031,Ron Livingstone,1925,Oakland,8
1032,Derrick Allen,1980,Gadsden,7
1033,Kiki VanDeWeghe,1958,Wiesbaden,16
1034,Elvir Ovčina,1976,Sarajevo,7
1035,Emil Assad Rached,1943,Vera Cruz,8
1036,Dru Joyce,1985,Akron,7
1037,Eduardo Nájera,1976,Chihuahua City,14
1038,Melek Bilge,1989,Kartal,6
1039,Robert Vaden,1985,Indianapolis,8
1040,Zoltán Trepák,1977,Budapest,5
1041,Duško Vujošević,1959,Podgorica,12
1042,Don Barksdale,1923,Oakland,22
1043,Dušan Kecman,1977,Belgrade,11
1044,Gerald Henderson Jr.,1987,Caldwell,21
1045,Derwin Kitchen,1986,Jacksonville,8
1046,Ed Wachter,1883,Troy,5
1047,Dragan Kapičić,1948,Belgrade,9
1048,Stratos Perperoglou,1984,Drama,18
1049,Alphonso Ford,1971,Greenwood,16
1050,Derek Raivio,1984,Vancouver,7
1051,Robin Smeulders,1987,Münster,11
1052,Rytis Vaišvila,1971,Klaipėda,12
1053,Henry Iba,1904,Easton,10
1054,Eric Bledsoe,1989,Birmingham,23
1055,Trajko Rajković,1937,Leskovac,14
1056,Fernando Romay,1959,A Coruña,17
1057,Jeff Gibbs,1980,Columbus,8
1058,Dimitris Papanikolaou,1977,Athens,8
1059,Jason Thompson,1986,Camden,22
1060,Donaldas Kairys,1977,Šilutė,11
1061,Jared Homan,1983,Remsen,11
1062,Nate McMillan,1964,Raleigh,20
1063,Dragan Labović,1987,Prokuplje,14
1064,Ken Howard,1944,El Centro,20
1065,Marko Marinović,1983,Čačak,12
1066,Earl Manigault,1944,New York City,9
1067,Al Cervi,1917,Buffalo,14
1068,Dimitris Kokolakis,1949,Rethymno,6
1069,Boban Marjanović,1988,Boljevac,27
1070,Ruben Boumtje-Boumtje,1978,Edéa,10
1071,Joann Lõssov,1921,Tallinn,16
1072,Branko Cvetković,1984,Gračanica,14
1073,Kristen O’Neill,1983,Edmonds,6
1074,Mark Jackson,1965,Brooklyn,18
1075,Derek Anderson,1974,Louisville,15
1076,"Patrick Ewing, Jr.",1984,Boston,11
1077,Gintaras Krapikas,1961,Kretinga,15
1078,Ed Davis,1989,"Washington, D.C.",20
1079,Earl Lloyd,1928,Alexandria,15
1080,Marty Riessen,1941,Hinsdale,19
1081,Louis Bullock,1976,"Washington, D.C.",14
1082,Doron Jamchi,1961,Ramat Gan,10
1083,Kenny Anderson,1970,Queens,21
1084,Edwin Russell Durno,1899,Linn County,6
1085,Victor Keyru,1984,Rostov-on-Don,14
1086,Terrell Lyday,1979,Fresno,7
1087,Stefan Majer,1929,Warsaw,5
1088,Derrick Brown,1987,Oakland,15
1089,J. R. Bremer,1980,Cleveland,14
1090,Dick Garmaker,1932,Hibbing,16
1091,Hakim Warrick,1982,Philadelphia,17
1092,Aleksandar Nikolić,1924,Sarajevo,16
1093,Earl B. Ruth,1916,Spencer,8
1094,J. R. Reid,1968,Virginia Beach,13
1095,Crawford Palmer,1970,Ithaca,12
1096,David Thirdkill,1960,St. Louis,10
1097,Jack McKinney,1935,Chester,11
1098,Soumaila Samake,1978,Bougouni,8
1099,Chris Jent,1970,Orange,11
1100,Dennis Hopson,1965,Toledo,12
1101,Scott May,1954,Sandusky,17
1102,Johnny Green,1933,Dayton,14
1103,Kenneth Davis,1921,Slat,11
1104,Kenneth Davis,1948,Slat,11
1105,Jack Marin,1944,Sharon,11
1106,James Donaldson,1957,Heacham,16
1107,Frank Saul,1924,New Jersey,9
1108,Bobby Leonard,1932,Terre Haute,11
1109,Ed Ratleff,1950,Bellefontaine,12
1110,Matt Guokas,1944,Philadelphia,10
1111,Kaniel Dickens,1978,Denver,11
1112,Alberto Angulo,1970,Zaragoza,12
1113,Freddie Lewis,1943,Huntington,12
1114,Chris Morris,1966,Atlanta,12
1115,Bootsy Thornton,1977,Baltimore,12
1116,Myer Skoog,1926,Duluth,10
1117,John Lucas II,1953,Durham,15
1118,Dwight Davis,1949,Houston,11
1119,John Drew,1954,Vredenburgh,14
1120,Manolis Papamakarios,1980,Athens,9
1121,P. J. Carlesimo,1949,Scranton,11
1122,Joe Meriweather,1953,Phenix City,14
1123,Tree Rollins,1955,Winter Haven,13
1124,Jeff Grayer,1965,Flint,12
1125,Marc Iavaroni,1956,Jamaica,9
1126,Ray Scott,1938,Philadelphia,9
1127,Kenny Walker,1964,Roberta,10
1128,Lew Hitch,1929,Griggsville,10
1129,Jack Coleman,1924,Burgin,11
1130,Juan Domingo de la Cruz,1954,Buenos Aires,11
1131,Randy Wittman,1959,Indianapolis,14
1132,Scott Williams,1968,Hacienda Heights,10
1133,Voshon Lenard,1973,Detroit,10
1134,Doug Moe,1938,Brooklyn,14
1135,Bob Harrison,1927,Toledo,15
1136,Lawrence Funderburke,1970,Columbus,8
1137,Jeryl Sasser,1979,Dallas,8
1138,Lucas Victoriano,1977,San Miguel de Tucumán,7
1139,Bobby Phills,1969,Baton Rouge,9
1140,Bob Hansen,1961,Des Moines,11
1141,Demetris Nichols,1984,Boston,12
1142,Ronnie Lester,1959,Canton,10
1143,Tracy Murray,1971,Los Angeles,11
1144,Red Rocha,1923,Hilo,12
1145,Mike Smrek,1962,Welland,9
1146,Bimbo Coles,1968,Covington,16
1147,Kenny Carr,1955,"Washington, D.C.",13
1148,Walter McCarty,1974,Evansville,11
1149,Mike Riordan,1945,New York City,11
1150,Earl Cureton,1957,Detroit,11
1151,Rickey Green,1954,Chicago,15
1152,Tom LaGarde,1955,Detroit,13
1153,Bryant Stith,1970,Emporia,11
1154,Oleksiy Pecherov,1985,Donetsk,17
1155,Paul Pressey,1958,Richmond,13
1156,Nacho Azofra,1969,Madrid,9
1157,Walter Dukes,1930,Rochester,10
1158,T. R. Dunn,1955,Birmingham,12
1159,Johnny Logan,1921,Richmond,12
1160,Richard Petruška,1969,Levice,10
1161,Pooh Richardson,1966,Philadelphia,10
1162,Trent Tucker,1959,Tarboro,11
1163,Don Kojis,1939,Milwaukee,12
1164,Tony Campbell,1962,Teaneck,10
1165,Kevin Joyce,1951,Bayside,11
1166,Flynn Robinson,1941,Elgin,12
1167,Tate Armstrong,1955,Moultrie,12
1168,Martin Müürsepp,1974,Tallinn,22
1169,Bob Bass,1929,Tulsa,12
1170,Jim Cleamons,1949,Lincolnton,13
1171,Fat Lever,1960,Pine Bluff,18
1172,Milovan Raković,1985,Užice,15
1173,Eddie Johnson,1955,Ocala,12
1174,Harold Miner,1971,Inglewood,14
1175,Francisco Buscató,1940,Pineda de Mar,12
1176,Clifford Ray,1949,Union,11
1177,Tommy Burleson,1952,Crossnore,13
1178,Mikhail Korkia,1948,Kutaisi,19
1179,Steve Sheppard,1954,New York City,13
1180,Terry Duerod,1956,Royal Oak,10
1181,Kevin Duckworth,1964,Harvey,14
1182,Phil Hubbard,1956,Canton,13
1183,Adrian Branch,1963,"Washington, D.C.",13
1184,DeMarco Johnson,1975,Charlotte,10
1185,Hubert Davis,1970,Winston-Salem,13
1186,Tom Van Arsdale,1943,Indianapolis,13
1187,Ron Tomsic,1933,Oakland,12
1188,M. L. Carr,1951,Wallace,14
1189,Alan Henderson,1972,Indianapolis,12
1190,Campy Russell,1952,Jackson,12
1191,Lee Shaffer,1939,Chicago,11
1192,Michael Doleac,1977,San Antonio,17
1193,Donnie Walsh,1941,Manhattan,7
1194,Sophia Young,1983,Saint Vincent and the Grenadines,12
1195,Glenn Hagan,1955,Sanford,8
1196,Andrés Nocioni,1979,"Gálvez, Santa Fe",28
1197,Erik Spoelstra,1970,Evanston,31
1198,Horace Grant,1965,Augusta,26
1199,Boštjan Nachbar,1980,Slovenj Gradec,25
1200,Jack McCloskey,1925,Mahanoy City,12
1201,Janell Burse,1979,New Orleans,9
1202,"Nate ""Tiny"" Archibald",1948,New York City,26
1203,Suzy Batkovic,1980,Newcastle,19
1204,Doneeka Lewis,1982,New Orleans,8
1205,Marco Belinelli,1986,San Giovanni in Persiceto,35
1206,Steve Payne,1972,Calumet Park,5
1207,Randy Foye,1983,Newark,24
1208,Priit Tomson,1942,Tallinn,13
1209,Darrel Mitchell,1984,New Iberia,8
1210,Vin Baker,1971,Lake Wales,24
1211,Bob Kenney,1931,Arkansas City,15
1212,Robert Rothbart,1986,Sarajevo,9
1213,Sergei Belov,1944,Q16017074,40
1214,Maria Kwaśniewska,1913,Łódź,19
1215,Giorgos Bogris,1989,Athens,13
1216,Alvin Robertson,1962,Barberton,20
1217,Jorge González,1966,Formosa,23
1218,Darryl Middleton,1966,New York City,14
1219,Jamal Crawford,1980,Seattle,30
1220,Marisa Sannia,1947,Iglesias,16
1221,Rick Rickert,1983,Duluth,8
1222,Luke Walton,1980,San Diego,23
1223,Víctor Claver,1988,Valencia,27
1224,Chris Jefferies,1980,Fresno,10
1225,Allen Murphy,1952,Birmingham,8
1226,Al Jefferson,1985,Monticello,26
1227,Dominique Jones,1988,Lake Wales,13
1228,Carol Blazejowski,1956,Elizabeth,11
1229,Anthony Reed,1971,Monroe,6
1230,Oxana Rakhmatulina,1976,Almaty,17
1231,Lynette Woodard,1959,Wichita,19
1232,Luigi Datome,1987,Montebelluna,24
1233,Al-Farouq Aminu,1990,Atlanta,27
1234,Swin Cash,1979,McKeesport,21
1235,Florian Grzechowiak,1914,Bottrop,7
1236,Eddy Curry,1982,Harvey,24
1237,Uļjana Semjonova,1952,Zarasai,31
1238,Zenon Różycki,1913,Poznań,7
1239,Belinda Snell,1981,Mirboo North,20
1240,Christian Laettner,1969,Angola,29
1241,Yolanda Griffith,1970,Chicago,19
1242,Suzie McConnell-Serio,1966,Pittsburgh,14
1243,Primož Brezec,1979,Postojna,21
1244,Krešimir Ćosić,1948,Zagreb,32
1245,Anna Cruz,1986,Barcelona,17
1246,Malik Rose,1974,Philadelphia,17
